filename,sample_id,room_count,unique_classes,unique_class_count,semantic_nonzero_pixels,outline_pixels,sem_shape,outline_shape,valid,reason,present_in_clean_folder,missing_keys,error
high_quality_architectural_11978_Floor-2.npz,high_quality_architectural/11978/Floor-2,2,"0,2,8",3,9669,9669,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_11_Floor-2.npz,high_quality_architectural/11/Floor-2,1,"0,5,8",3,8082,8082,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12007_Floor-1.npz,high_quality_architectural/12007/Floor-1,1,"0,1,2,5,8",5,36189,36189,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12008_Floor-1.npz,high_quality_architectural/12008/Floor-1,2,"0,1,4,5,8",5,25695,25695,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12012_Floor-1.npz,high_quality_architectural/12012/Floor-1,2,"0,4,5,8",4,23286,23286,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12022_Floor-1.npz,high_quality_architectural/12022/Floor-1,2,"0,1,2,4,5,8",6,32713,32713,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12059_Floor-1.npz,high_quality_architectural/12059/Floor-1,2,"0,2,4,8",4,22007,22007,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12062_Floor-1.npz,high_quality_architectural/12062/Floor-1,1,"0,7,8",3,8483,8483,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12064_Floor-2.npz,high_quality_architectural/12064/Floor-2,2,"0,3,8",3,5680,5680,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12073_Floor-1.npz,high_quality_architectural/12073/Floor-1,2,"0,1,2,4,5,8",6,34573,34573,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12074_Floor-2.npz,high_quality_architectural/12074/Floor-2,2,"0,3,8",3,12579,12579,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12082_Floor-1.npz,high_quality_architectural/12082/Floor-1,2,"0,1,2,4,8",5,37422,37422,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12103_Floor-1.npz,high_quality_architectural/12103/Floor-1,2,"0,3,4,8",4,19230,19230,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12125_Floor-1.npz,high_quality_architectural/12125/Floor-1,2,"0,1,2,4,8",5,31657,31657,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12135_Floor-1.npz,high_quality_architectural/12135/Floor-1,2,"0,1,4,5,8",5,23215,23215,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12146_Floor-1.npz,high_quality_architectural/12146/Floor-1,2,"0,4,5,8",4,17521,17521,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12166_Floor-1.npz,high_quality_architectural/12166/Floor-1,1,"0,4,8",3,5464,5464,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12192_Floor-1.npz,high_quality_architectural/12192/Floor-1,1,"0,3,8",3,14367,14367,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12203_Floor-1.npz,high_quality_architectural/12203/Floor-1,1,"0,2,3,4,5,7,8",7,40775,40775,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12213_Floor-1.npz,high_quality_architectural/12213/Floor-1,2,"0,1,2,3,5,6,8",7,39255,39255,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12224_Floor-1.npz,high_quality_architectural/12224/Floor-1,0,"0,8",2,4490,4490,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12245_Floor-1.npz,high_quality_architectural/12245/Floor-1,2,"0,2,4,8",4,22763,22763,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12289_Floor-1.npz,high_quality_architectural/12289/Floor-1,2,"0,4,5,8",4,17750,17750,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12404_Floor-3.npz,high_quality_architectural/12404/Floor-3,0,"0,8",2,1609,1609,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12453_Floor-2.npz,high_quality_architectural/12453/Floor-2,0,"0,8",2,2419,2419,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12454_Floor-1.npz,high_quality_architectural/12454/Floor-1,2,"0,1,4,8",4,5487,5487,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12482_Floor-1.npz,high_quality_architectural/12482/Floor-1,2,"0,1,2,4,8",5,28359,28359,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12483_Floor-1.npz,high_quality_architectural/12483/Floor-1,2,"0,1,2,3,4,5,8",7,25914,25914,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12489_Floor-1.npz,high_quality_architectural/12489/Floor-1,1,"0,7,8",3,6181,6181,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12501_Floor-1.npz,high_quality_architectural/12501/Floor-1,0,"0,8",2,5305,5305,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12507_Floor-1.npz,high_quality_architectural/12507/Floor-1,2,"0,1,2,3,5,8",6,19690,19690,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12529_Floor-2.npz,high_quality_architectural/12529/Floor-2,0,"0,8",2,1117,1117,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_1252_Floor-1.npz,high_quality_architectural/1252/Floor-1,1,"0,7,8",3,3468,3468,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12534_Floor-1.npz,high_quality_architectural/12534/Floor-1,2,"0,1,2,3,5,8",6,33082,33082,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12535_Floor-1.npz,high_quality_architectural/12535/Floor-1,2,"0,1,2,3,4,8",6,32285,32285,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12536_Floor-1.npz,high_quality_architectural/12536/Floor-1,2,"0,1,2,3,4,5,8",7,32358,32358,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12541_Floor-1.npz,high_quality_architectural/12541/Floor-1,2,"0,1,2,3,5,8",6,32096,32096,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12569_Floor-1.npz,high_quality_architectural/12569/Floor-1,0,"0,8",2,4337,4337,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12578_Floor-1.npz,high_quality_architectural/12578/Floor-1,1,"0,1,2,5,7,8",6,38176,38176,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12599_Floor-1.npz,high_quality_architectural/12599/Floor-1,2,"0,1,2,4,5,8",6,31187,31187,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12661_Floor-1.npz,high_quality_architectural/12661/Floor-1,0,0,1,0,0,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12676_Floor-1.npz,high_quality_architectural/12676/Floor-1,0,"0,8",2,7439,7439,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12700_Floor-1.npz,high_quality_architectural/12700/Floor-1,2,"0,1,2,5,8",5,32217,32217,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12707_Floor-1.npz,high_quality_architectural/12707/Floor-1,2,"0,1,2,3,5,8",6,36238,36238,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12710_Floor-1.npz,high_quality_architectural/12710/Floor-1,2,"0,1,3,5,8",5,35034,35034,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12711_Floor-1.npz,high_quality_architectural/12711/Floor-1,2,"0,1,3,5,8",5,23820,23820,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12732_Floor-1.npz,high_quality_architectural/12732/Floor-1,1,"0,1,2,8",4,23041,23041,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12735_Floor-1.npz,high_quality_architectural/12735/Floor-1,0,"0,8",2,6069,6069,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12757_Floor-1.npz,high_quality_architectural/12757/Floor-1,2,"0,1,2,4,5,8",6,32749,32749,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12789_Floor-1.npz,high_quality_architectural/12789/Floor-1,0,"0,8",2,5461,5461,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12799_Floor-1.npz,high_quality_architectural/12799/Floor-1,2,"0,1,2,5,8",5,33722,33722,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12845_Floor-1.npz,high_quality_architectural/12845/Floor-1,1,"0,1,2,5,7,8",6,21911,21911,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12851_Floor-1.npz,high_quality_architectural/12851/Floor-1,1,"0,2,8",3,22168,22168,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12852_Floor-1.npz,high_quality_architectural/12852/Floor-1,1,"0,1,2,5,8",5,26070,26070,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12869_Floor-2.npz,high_quality_architectural/12869/Floor-2,1,"0,3,8",3,4970,4970,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12886_Floor-1.npz,high_quality_architectural/12886/Floor-1,2,"0,2,3,5,8",5,31657,31657,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12943_Floor-1.npz,high_quality_architectural/12943/Floor-1,2,"0,1,2,3,4,5,8",7,26472,26472,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12956_Floor-1.npz,high_quality_architectural/12956/Floor-1,2,"0,1,2,3,5,8",6,32028,32028,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_12969_Floor-1.npz,high_quality_architectural/12969/Floor-1,2,"0,1,4,5,8",5,21480,21480,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13083_Floor-1.npz,high_quality_architectural/13083/Floor-1,0,"0,8",2,5348,5348,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13100_Floor-1.npz,high_quality_architectural/13100/Floor-1,1,"0,1,2,5,6,8",6,16988,16988,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13113_Floor-1.npz,high_quality_architectural/13113/Floor-1,0,"0,8",2,7080,7080,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13120_Floor-1.npz,high_quality_architectural/13120/Floor-1,1,"0,1,2,5,8",5,28828,28828,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13167_Floor-1.npz,high_quality_architectural/13167/Floor-1,2,"0,1,4,8",4,30842,30842,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13169_Floor-1.npz,high_quality_architectural/13169/Floor-1,2,"0,1,2,5,8",5,22504,22504,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_1316_Floor-1.npz,high_quality_architectural/1316/Floor-1,2,"0,1,2,4,5,8",6,27556,27556,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13194_Floor-1.npz,high_quality_architectural/13194/Floor-1,0,"0,8",2,5303,5303,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13197_Floor-1.npz,high_quality_architectural/13197/Floor-1,2,"0,1,4,5,8",5,20479,20479,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13210_Floor-2.npz,high_quality_architectural/13210/Floor-2,0,"0,8",2,2552,2552,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13220_Floor-1.npz,high_quality_architectural/13220/Floor-1,2,"0,1,4,5,8",5,16478,16478,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13238_Floor-2.npz,high_quality_architectural/13238/Floor-2,2,"0,3,8",3,18713,18713,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_1323_Floor-1.npz,high_quality_architectural/1323/Floor-1,2,"0,3,5,8",4,21084,21084,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13249_Floor-1.npz,high_quality_architectural/13249/Floor-1,1,"0,1,2,7,8",5,22514,22514,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13279_Floor-1.npz,high_quality_architectural/13279/Floor-1,2,"0,1,2,4,5,8",6,26627,26627,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13301_Floor-1.npz,high_quality_architectural/13301/Floor-1,1,"0,1,2,5,8",5,35198,35198,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13309_Floor-1.npz,high_quality_architectural/13309/Floor-1,0,"0,8",2,7154,7154,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13312_Floor-1.npz,high_quality_architectural/13312/Floor-1,2,"0,1,2,4,8",5,25631,25631,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_1331_Floor-1.npz,high_quality_architectural/1331/Floor-1,1,"0,1,2,5,8",5,40676,40676,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13349_Floor-1.npz,high_quality_architectural/13349/Floor-1,2,"0,1,3,8",4,22155,22155,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13357_Floor-1.npz,high_quality_architectural/13357/Floor-1,0,"0,8",2,7960,7960,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13361_Floor-1.npz,high_quality_architectural/13361/Floor-1,0,"0,8",2,1715,1715,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13385_Floor-1.npz,high_quality_architectural/13385/Floor-1,0,"0,8",2,2654,2654,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13386_Floor-1.npz,high_quality_architectural/13386/Floor-1,1,"0,4,8",3,3559,3559,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13390_Floor-1.npz,high_quality_architectural/13390/Floor-1,0,"0,8",2,6253,6253,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13402_Floor-1.npz,high_quality_architectural/13402/Floor-1,2,"0,1,2,4,8",5,26709,26709,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13409_Floor-1.npz,high_quality_architectural/13409/Floor-1,2,"0,1,2,5,8",5,41554,41554,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13422_Floor-1.npz,high_quality_architectural/13422/Floor-1,2,"0,2,4,7,8",5,23048,23048,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13436_Floor-1.npz,high_quality_architectural/13436/Floor-1,2,"0,1,2,4,5,8",6,33714,33714,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_1351_Floor-1.npz,high_quality_architectural/1351/Floor-1,2,"0,1,2,3,8",5,32753,32753,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13525_Floor-1.npz,high_quality_architectural/13525/Floor-1,1,"0,1,2,4,5,8",6,29735,29735,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13538_Floor-1.npz,high_quality_architectural/13538/Floor-1,2,"0,1,2,4,8",5,23844,23844,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13549_Floor-1.npz,high_quality_architectural/13549/Floor-1,0,"0,8",2,7004,7004,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13565_Floor-1.npz,high_quality_architectural/13565/Floor-1,1,"0,5,8",3,1270,1270,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13573_Floor-1.npz,high_quality_architectural/13573/Floor-1,2,"0,1,2,3,5,8",6,27063,27063,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_1359_Floor-1.npz,high_quality_architectural/1359/Floor-1,1,"0,4,8",3,5171,5171,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13620_Floor-1.npz,high_quality_architectural/13620/Floor-1,1,"0,1,2,8",4,15669,15669,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13627_Floor-1.npz,high_quality_architectural/13627/Floor-1,2,"0,1,2,3,5,8",6,24682,24682,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13638_Floor-1.npz,high_quality_architectural/13638/Floor-1,2,"0,4,5,8",4,16636,16636,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13640_Floor-1.npz,high_quality_architectural/13640/Floor-1,1,"0,1,2,5,8",5,31784,31784,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13647_Floor-1.npz,high_quality_architectural/13647/Floor-1,2,"0,1,2,4,5,8",6,41952,41952,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13648_Floor-1.npz,high_quality_architectural/13648/Floor-1,2,"0,1,4,5,8",5,25790,25790,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13659_Floor-1.npz,high_quality_architectural/13659/Floor-1,0,"0,8",2,7331,7331,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13680_Floor-1.npz,high_quality_architectural/13680/Floor-1,1,"0,1,2,8",4,26468,26468,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13702_Floor-1.npz,high_quality_architectural/13702/Floor-1,2,"0,1,2,3,8",5,31654,31654,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13720_Floor-1.npz,high_quality_architectural/13720/Floor-1,2,"0,1,2,5,8",5,35171,35171,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_1372_Floor-1.npz,high_quality_architectural/1372/Floor-1,2,"0,1,2,4,8",5,29754,29754,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13733_Floor-1.npz,high_quality_architectural/13733/Floor-1,1,"0,1,5,8",4,15158,15158,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13734_Floor-1.npz,high_quality_architectural/13734/Floor-1,1,"0,1,2,5,8",5,25422,25422,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13736_Floor-1.npz,high_quality_architectural/13736/Floor-1,1,"0,3,8",3,13793,13793,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13737_Floor-1.npz,high_quality_architectural/13737/Floor-1,2,"0,1,2,3,8",5,33109,33109,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13761_Floor-1.npz,high_quality_architectural/13761/Floor-1,2,"0,1,4,5,8",5,28009,28009,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13769_Floor-1.npz,high_quality_architectural/13769/Floor-1,2,"0,1,2,4,7,8",6,44413,44413,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13781_Floor-1.npz,high_quality_architectural/13781/Floor-1,2,"0,1,3,5,8",5,19063,19063,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13789_Floor-1.npz,high_quality_architectural/13789/Floor-1,2,"0,1,4,8",4,15949,15949,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13794_Floor-1.npz,high_quality_architectural/13794/Floor-1,1,"0,1,2,3,8",5,29833,29833,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13795_Floor-1.npz,high_quality_architectural/13795/Floor-1,2,"0,1,3,5,8",5,22452,22452,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13802_Floor-1.npz,high_quality_architectural/13802/Floor-1,0,"0,8",2,1069,1069,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13802_Floor-3.npz,high_quality_architectural/13802/Floor-3,2,"0,3,8",3,12411,12411,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13827_Floor-1.npz,high_quality_architectural/13827/Floor-1,1,"0,1,2,8",4,24875,24875,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13842_Floor-1.npz,high_quality_architectural/13842/Floor-1,2,"0,1,2,8",4,26710,26710,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_1384_Floor-1.npz,high_quality_architectural/1384/Floor-1,2,"0,1,4,5,7,8",6,26762,26762,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13859_Floor-1.npz,high_quality_architectural/13859/Floor-1,2,"0,1,2,4,5,8",6,35669,35669,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_1397_Floor-1.npz,high_quality_architectural/1397/Floor-1,1,"0,4,8",3,6461,6461,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_14021_Floor-1.npz,high_quality_architectural/14021/Floor-1,1,"0,7,8",3,8491,8491,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_14038_Floor-1.npz,high_quality_architectural/14038/Floor-1,2,"0,1,2,8",4,43380,43380,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_14050_Floor-1.npz,high_quality_architectural/14050/Floor-1,1,"0,1,2,5,8",5,46110,46110,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_14051_Floor-1.npz,high_quality_architectural/14051/Floor-1,1,"0,1,2,5,8",5,36826,36826,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_14076_Floor-2.npz,high_quality_architectural/14076/Floor-2,0,"0,8",2,2426,2426,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_14079_Floor-2.npz,high_quality_architectural/14079/Floor-2,1,"0,2,8",3,4680,4680,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_14092_Floor-1.npz,high_quality_architectural/14092/Floor-1,2,"0,1,2,4,5,6,8",7,22717,22717,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_14099_Floor-2.npz,high_quality_architectural/14099/Floor-2,2,"0,1,2,5,6,7,8",7,8090,8090,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_14103_Floor-1.npz,high_quality_architectural/14103/Floor-1,2,"0,1,2,4,8",5,24921,24921,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_14120_Floor-1.npz,high_quality_architectural/14120/Floor-1,2,"0,2,3,8",4,30345,30345,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_14128_Floor-1.npz,high_quality_architectural/14128/Floor-1,1,"0,1,2,5,8",5,33700,33700,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_14146_Floor-1.npz,high_quality_architectural/14146/Floor-1,2,"0,1,2,5,8",5,33721,33721,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_14156_Floor-1.npz,high_quality_architectural/14156/Floor-1,2,"0,1,2,4,8",5,17503,17503,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_14190_Floor-1.npz,high_quality_architectural/14190/Floor-1,0,"0,8",2,5607,5607,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_14222_Floor-1.npz,high_quality_architectural/14222/Floor-1,2,"0,4,5,8",4,19545,19545,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_14236_Floor-1.npz,high_quality_architectural/14236/Floor-1,1,"0,1,2,5,7,8",6,49166,49166,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_14246_Floor-1.npz,high_quality_architectural/14246/Floor-1,0,"0,8",2,5791,5791,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_1426_Floor-1.npz,high_quality_architectural/1426/Floor-1,0,"0,8",2,5072,5072,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_14297_Floor-1.npz,high_quality_architectural/14297/Floor-1,1,"0,4,8",3,6202,6202,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_14309_Floor-1.npz,high_quality_architectural/14309/Floor-1,2,"0,2,7,8",4,26912,26912,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_14310_Floor-1.npz,high_quality_architectural/14310/Floor-1,2,"0,4,5,8",4,12587,12587,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_14311_Floor-1.npz,high_quality_architectural/14311/Floor-1,2,"0,2,3,4,5,8",6,38696,38696,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_14313_Floor-1.npz,high_quality_architectural/14313/Floor-1,1,"0,1,5,8",4,19665,19665,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_14314_Floor-1.npz,high_quality_architectural/14314/Floor-1,2,"0,1,2,4,5,8",6,37708,37708,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_14315_Floor-1.npz,high_quality_architectural/14315/Floor-1,0,"0,8",2,4950,4950,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_14326_Floor-1.npz,high_quality_architectural/14326/Floor-1,2,"0,3,7,8",4,16580,16580,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_14333_Floor-1.npz,high_quality_architectural/14333/Floor-1,2,"0,2,4,5,8",5,31087,31087,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_14346_Floor-1.npz,high_quality_architectural/14346/Floor-1,2,"0,1,2,3,5,6,8",7,40319,40319,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_14358_Floor-1.npz,high_quality_architectural/14358/Floor-1,2,"0,1,2,4,8",5,22277,22277,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_14369_Floor-1.npz,high_quality_architectural/14369/Floor-1,2,"0,4,7,8",4,4108,4108,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_1439_Floor-1.npz,high_quality_architectural/1439/Floor-1,1,"0,1,2,5,8",5,34637,34637,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_14408_Floor-1.npz,high_quality_architectural/14408/Floor-1,0,"0,8",2,7174,7174,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_14409_Floor-1.npz,high_quality_architectural/14409/Floor-1,2,"0,1,2,3,8",5,26390,26390,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_14420_Floor-1.npz,high_quality_architectural/14420/Floor-1,2,"0,1,2,3,5,8",6,33011,33011,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_14437_Floor-1.npz,high_quality_architectural/14437/Floor-1,2,"0,1,2,4,5,8",6,15494,15494,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_14437_Floor-2.npz,high_quality_architectural/14437/Floor-2,0,"0,8",2,2732,2732,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_14438_Floor-1.npz,high_quality_architectural/14438/Floor-1,2,"0,4,5,8",4,16899,16899,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_14440_Floor-1.npz,high_quality_architectural/14440/Floor-1,2,"0,4,5,8",4,13923,13923,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_14483_Floor-2.npz,high_quality_architectural/14483/Floor-2,2,"0,3,5,8",4,5655,5655,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_14492_Floor-1.npz,high_quality_architectural/14492/Floor-1,1,"0,1,8",3,8455,8455,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_14494_Floor-1.npz,high_quality_architectural/14494/Floor-1,2,"0,2,4,5,7,8",6,22646,22646,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_14500_Floor-1.npz,high_quality_architectural/14500/Floor-1,1,"0,1,2,8",4,23174,23174,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_14522_Floor-1.npz,high_quality_architectural/14522/Floor-1,0,"0,8",2,5694,5694,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_14546_Floor-1.npz,high_quality_architectural/14546/Floor-1,2,"0,1,2,8",4,30861,30861,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_14611_Floor-2.npz,high_quality_architectural/14611/Floor-2,0,"0,8",2,2264,2264,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_14622_Floor-1.npz,high_quality_architectural/14622/Floor-1,2,"0,1,4,5,8",5,23923,23923,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_14668_Floor-2.npz,high_quality_architectural/14668/Floor-2,2,"0,1,2,4,5,6,8",7,11776,11776,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_14715_Floor-1.npz,high_quality_architectural/14715/Floor-1,2,"0,3,7,8",4,8995,8995,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_14746_Floor-1.npz,high_quality_architectural/14746/Floor-1,0,"0,8",2,5543,5543,256x256,256x256,False,room_count_below_min,False,,
