filename,sample_id,room_count,unique_classes,unique_class_count,semantic_nonzero_pixels,outline_pixels,sem_shape,outline_shape,valid,reason,present_in_clean_folder,missing_keys,error
high_quality_architectural_1308_Floor-1.npz,high_quality_architectural/1308/Floor-1,3,"0,1,2,4,7,8",6,34622,34622,256x256,256x256,True,kept,True,,
high_quality_architectural_130_Floor-1.npz,high_quality_architectural/130/Floor-1,3,"0,1,2,3,4,5,8",7,35075,35075,256x256,256x256,True,kept,True,,
high_quality_architectural_13100_Floor-1.npz,high_quality_architectural/13100/Floor-1,1,"0,1,2,5,6,8",6,16988,16988,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13103_Floor-1.npz,high_quality_architectural/13103/Floor-1,10,"0,1,2,3,4,5,7,8",8,30958,30958,256x256,256x256,True,kept,True,,
high_quality_architectural_13105_Floor-1.npz,high_quality_architectural/13105/Floor-1,8,"0,1,3,4,5,7,8",7,16437,16437,256x256,256x256,True,kept,True,,
high_quality_architectural_13110_Floor-1.npz,high_quality_architectural/13110/Floor-1,8,"0,1,2,3,4,5,6,7,8",9,32577,32577,256x256,256x256,True,kept,True,,
high_quality_architectural_13113_Floor-1.npz,high_quality_architectural/13113/Floor-1,0,"0,8",2,7080,7080,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13118_Floor-1.npz,high_quality_architectural/13118/Floor-1,3,"0,1,2,4,8",5,20606,20606,256x256,256x256,True,kept,True,,
high_quality_architectural_13120_Floor-1.npz,high_quality_architectural/13120/Floor-1,1,"0,1,2,5,8",5,28828,28828,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13123_Floor-1.npz,high_quality_architectural/13123/Floor-1,7,"0,1,2,4,5,6,7,8",8,17629,17629,256x256,256x256,True,kept,True,,
high_quality_architectural_13123_Floor-2.npz,high_quality_architectural/13123/Floor-2,7,"0,3,4,5,7,8",6,13513,13513,256x256,256x256,True,kept,True,,
high_quality_architectural_13126_Floor-1.npz,high_quality_architectural/13126/Floor-1,5,"0,1,2,4,5,7,8",7,26965,26965,256x256,256x256,True,kept,True,,
high_quality_architectural_13129_Floor-1.npz,high_quality_architectural/13129/Floor-1,6,"0,2,3,4,7,8",6,26577,26577,256x256,256x256,True,kept,True,,
high_quality_architectural_13133_Floor-1.npz,high_quality_architectural/13133/Floor-1,7,"0,2,3,4,5,8",6,11956,11956,256x256,256x256,True,kept,True,,
high_quality_architectural_13135_Floor-1.npz,high_quality_architectural/13135/Floor-1,6,"0,2,4,7,8",5,19413,19413,256x256,256x256,True,kept,True,,
high_quality_architectural_13135_Floor-2.npz,high_quality_architectural/13135/Floor-2,8,"0,1,2,3,4,5,6,7,8",9,19644,19644,256x256,256x256,True,kept,True,,
high_quality_architectural_13136_Floor-1.npz,high_quality_architectural/13136/Floor-1,8,"0,1,2,3,4,5,7,8",8,39364,39364,256x256,256x256,True,kept,True,,
high_quality_architectural_13142_Floor-1.npz,high_quality_architectural/13142/Floor-1,10,"0,1,2,3,4,5,7,8",8,21603,21603,256x256,256x256,True,kept,True,,
high_quality_architectural_13146_Floor-1.npz,high_quality_architectural/13146/Floor-1,4,"0,1,2,4,5,8",6,29051,29051,256x256,256x256,True,kept,True,,
high_quality_architectural_13148_Floor-1.npz,high_quality_architectural/13148/Floor-1,4,"0,1,2,4,8",5,28318,28318,256x256,256x256,True,kept,True,,
high_quality_architectural_13153_Floor-1.npz,high_quality_architectural/13153/Floor-1,11,"0,1,2,3,4,5,7,8",8,28835,28835,256x256,256x256,True,kept,True,,
high_quality_architectural_13157_Floor-1.npz,high_quality_architectural/13157/Floor-1,11,"0,1,2,4,5,6,7,8",8,11934,11934,256x256,256x256,True,kept,True,,
high_quality_architectural_13157_Floor-2.npz,high_quality_architectural/13157/Floor-2,10,"0,2,3,4,7,8",6,10759,10759,256x256,256x256,True,kept,True,,
high_quality_architectural_1315_Floor-1.npz,high_quality_architectural/1315/Floor-1,6,"0,1,2,3,4,5,6,7,8",9,14412,14412,256x256,256x256,True,kept,True,,
high_quality_architectural_1315_Floor-2.npz,high_quality_architectural/1315/Floor-2,8,"0,3,4,5,7,8",6,13480,13480,256x256,256x256,True,kept,True,,
high_quality_architectural_13160_Floor-1.npz,high_quality_architectural/13160/Floor-1,5,"0,1,2,3,4,5,7,8",8,35176,35176,256x256,256x256,True,kept,True,,
high_quality_architectural_13161_Floor-1.npz,high_quality_architectural/13161/Floor-1,3,"0,1,3,4,5,8",6,38485,38485,256x256,256x256,True,kept,True,,
high_quality_architectural_13162_Floor-1.npz,high_quality_architectural/13162/Floor-1,7,"0,2,3,4,5,7,8",7,11636,11636,256x256,256x256,True,kept,True,,
high_quality_architectural_13163_Floor-1.npz,high_quality_architectural/13163/Floor-1,4,"0,1,2,3,8",5,36375,36375,256x256,256x256,True,kept,True,,
high_quality_architectural_13167_Floor-1.npz,high_quality_architectural/13167/Floor-1,2,"0,1,4,8",4,30842,30842,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13168_Floor-1.npz,high_quality_architectural/13168/Floor-1,4,"0,3,4,5,8",5,31523,31523,256x256,256x256,True,kept,True,,
high_quality_architectural_13169_Floor-1.npz,high_quality_architectural/13169/Floor-1,2,"0,1,2,5,8",5,22504,22504,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_1316_Floor-1.npz,high_quality_architectural/1316/Floor-1,2,"0,1,2,4,5,8",6,27556,27556,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13171_Floor-1.npz,high_quality_architectural/13171/Floor-1,7,"0,1,3,4,5,7,8",7,32621,32621,256x256,256x256,True,kept,True,,
high_quality_architectural_13177_Floor-1.npz,high_quality_architectural/13177/Floor-1,5,"0,2,4,5,6,7,8",7,10642,10642,256x256,256x256,True,kept,True,,
high_quality_architectural_13177_Floor-2.npz,high_quality_architectural/13177/Floor-2,8,"0,3,4,5,7,8",6,10933,10933,256x256,256x256,True,kept,True,,
high_quality_architectural_13179_Floor-1.npz,high_quality_architectural/13179/Floor-1,6,"0,1,3,4,5,7,8",7,32101,32101,256x256,256x256,True,kept,True,,
high_quality_architectural_13180_Floor-1.npz,high_quality_architectural/13180/Floor-1,13,"0,2,3,4,5,7,8",7,26262,26262,256x256,256x256,True,kept,True,,
high_quality_architectural_13185_Floor-1.npz,high_quality_architectural/13185/Floor-1,7,"0,1,2,3,4,5,7,8",8,27304,27304,256x256,256x256,True,kept,True,,
high_quality_architectural_13186_Floor-1.npz,high_quality_architectural/13186/Floor-1,4,"0,1,3,4,8",5,27731,27731,256x256,256x256,True,kept,True,,
high_quality_architectural_13193_Floor-1.npz,high_quality_architectural/13193/Floor-1,6,"0,4,7,8",4,7492,7492,256x256,256x256,True,kept,True,,
high_quality_architectural_13193_Floor-2.npz,high_quality_architectural/13193/Floor-2,9,"0,1,2,4,5,6,8",7,12628,12628,256x256,256x256,True,kept,True,,
high_quality_architectural_13194_Floor-1.npz,high_quality_architectural/13194/Floor-1,0,"0,8",2,5303,5303,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13197_Floor-1.npz,high_quality_architectural/13197/Floor-1,2,"0,1,4,5,8",5,20479,20479,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_1319_Floor-1.npz,high_quality_architectural/1319/Floor-1,6,"0,1,2,3,7,8",6,19900,19900,256x256,256x256,True,kept,True,,
high_quality_architectural_13202_Floor-1.npz,high_quality_architectural/13202/Floor-1,3,"0,1,2,4,5,8",6,26363,26363,256x256,256x256,True,kept,True,,
high_quality_architectural_13204_Floor-1.npz,high_quality_architectural/13204/Floor-1,4,"0,1,3,4,5,8",6,22449,22449,256x256,256x256,True,kept,True,,
high_quality_architectural_13205_Floor-1.npz,high_quality_architectural/13205/Floor-1,12,"0,1,2,3,4,5,6,7,8",9,23032,23032,256x256,256x256,True,kept,True,,
high_quality_architectural_13206_Floor-1.npz,high_quality_architectural/13206/Floor-1,6,"0,1,2,3,4,5,6,7,8",9,38631,38631,256x256,256x256,True,kept,True,,
high_quality_architectural_13210_Floor-1.npz,high_quality_architectural/13210/Floor-1,8,"0,1,2,3,4,5,7,8",8,14904,14904,256x256,256x256,True,kept,True,,
high_quality_architectural_13210_Floor-2.npz,high_quality_architectural/13210/Floor-2,0,"0,8",2,2552,2552,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13216_Floor-1.npz,high_quality_architectural/13216/Floor-1,6,"0,1,3,4,5,8",6,38438,38438,256x256,256x256,True,kept,True,,
high_quality_architectural_1321_Floor-1.npz,high_quality_architectural/1321/Floor-1,15,"0,1,2,3,4,5,7,8",8,29035,29035,256x256,256x256,True,kept,True,,
high_quality_architectural_13220_Floor-1.npz,high_quality_architectural/13220/Floor-1,2,"0,1,4,5,8",5,16478,16478,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13222_Floor-1.npz,high_quality_architectural/13222/Floor-1,5,"0,1,2,3,4,5,7,8",8,27164,27164,256x256,256x256,True,kept,True,,
high_quality_architectural_13225_Floor-1.npz,high_quality_architectural/13225/Floor-1,10,"0,1,2,4,5,7,8",7,38064,38064,256x256,256x256,True,kept,True,,
high_quality_architectural_13230_Floor-1.npz,high_quality_architectural/13230/Floor-1,5,"0,1,2,3,7,8",6,31991,31991,256x256,256x256,True,kept,True,,
high_quality_architectural_13234_Floor-1.npz,high_quality_architectural/13234/Floor-1,3,"0,1,2,4,5,8",6,41473,41473,256x256,256x256,True,kept,True,,
high_quality_architectural_13235_Floor-1.npz,high_quality_architectural/13235/Floor-1,9,"0,2,3,4,5,7,8",7,28809,28809,256x256,256x256,True,kept,True,,
high_quality_architectural_13238_Floor-1.npz,high_quality_architectural/13238/Floor-1,4,"0,1,3,4,5,8",6,18521,18521,256x256,256x256,True,kept,True,,
high_quality_architectural_13238_Floor-2.npz,high_quality_architectural/13238/Floor-2,2,"0,3,8",3,18713,18713,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13239_Floor-1.npz,high_quality_architectural/13239/Floor-1,7,"0,1,2,3,4,7,8",7,24272,24272,256x256,256x256,True,kept,True,,
high_quality_architectural_1323_Floor-1.npz,high_quality_architectural/1323/Floor-1,2,"0,3,5,8",4,21084,21084,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13242_Floor-1.npz,high_quality_architectural/13242/Floor-1,4,"0,1,2,4,5,6,7,8",8,14470,14470,256x256,256x256,True,kept,True,,
high_quality_architectural_13242_Floor-2.npz,high_quality_architectural/13242/Floor-2,7,"0,2,3,4,5,8",6,12087,12087,256x256,256x256,True,kept,True,,
high_quality_architectural_13249_Floor-1.npz,high_quality_architectural/13249/Floor-1,1,"0,1,2,7,8",5,22514,22514,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_1324_Floor-1.npz,high_quality_architectural/1324/Floor-1,7,"0,1,2,3,4,7,8",7,36874,36874,256x256,256x256,True,kept,True,,
high_quality_architectural_13250_Floor-1.npz,high_quality_architectural/13250/Floor-1,6,"0,1,2,3,4,5,6,7,8",9,36005,36005,256x256,256x256,True,kept,True,,
high_quality_architectural_13251_Floor-1.npz,high_quality_architectural/13251/Floor-1,4,"0,1,2,3,4,5,7,8",8,30894,30894,256x256,256x256,True,kept,True,,
high_quality_architectural_13257_Floor-1.npz,high_quality_architectural/13257/Floor-1,3,"0,1,2,3,4,5,8",7,40790,40790,256x256,256x256,True,kept,True,,
high_quality_architectural_13266_Floor-1.npz,high_quality_architectural/13266/Floor-1,7,"0,1,2,3,4,5,7,8",8,9980,9980,256x256,256x256,True,kept,True,,
high_quality_architectural_13266_Floor-2.npz,high_quality_architectural/13266/Floor-2,7,"0,3,4,5,8",5,11709,11709,256x256,256x256,True,kept,True,,
high_quality_architectural_13274_Floor-1.npz,high_quality_architectural/13274/Floor-1,9,"0,1,2,3,4,5,7,8",8,36596,36596,256x256,256x256,True,kept,True,,
high_quality_architectural_13277_Floor-1.npz,high_quality_architectural/13277/Floor-1,6,"0,1,2,3,4,5,7,8",8,34234,34234,256x256,256x256,True,kept,True,,
high_quality_architectural_13279_Floor-1.npz,high_quality_architectural/13279/Floor-1,2,"0,1,2,4,5,8",6,26627,26627,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13283_Floor-1.npz,high_quality_architectural/13283/Floor-1,5,"0,1,2,4,5,7,8",7,18442,18442,256x256,256x256,True,kept,True,,
high_quality_architectural_13283_Floor-2.npz,high_quality_architectural/13283/Floor-2,4,"0,2,5,7,8",5,13609,13609,256x256,256x256,True,kept,True,,
high_quality_architectural_13284_Floor-1.npz,high_quality_architectural/13284/Floor-1,3,"0,1,2,3,5,8",6,32936,32936,256x256,256x256,True,kept,True,,
high_quality_architectural_13285_Floor-1.npz,high_quality_architectural/13285/Floor-1,4,"0,1,2,3,5,7,8",7,35064,35064,256x256,256x256,True,kept,True,,
high_quality_architectural_13287_Floor-1.npz,high_quality_architectural/13287/Floor-1,6,"0,1,2,3,4,5,7,8",8,34385,34385,256x256,256x256,True,kept,True,,
high_quality_architectural_1328_Floor-1.npz,high_quality_architectural/1328/Floor-1,15,"0,1,2,3,4,5,6,7,8",9,29607,29607,256x256,256x256,True,kept,True,,
high_quality_architectural_13292_Floor-1.npz,high_quality_architectural/13292/Floor-1,3,"0,1,4,5,8",5,26018,26018,256x256,256x256,True,kept,True,,
high_quality_architectural_13299_Floor-1.npz,high_quality_architectural/13299/Floor-1,7,"0,1,2,3,4,5,6,8",8,29825,29825,256x256,256x256,True,kept,True,,
high_quality_architectural_13300_Floor-1.npz,high_quality_architectural/13300/Floor-1,3,"0,1,2,3,4,8",6,38229,38229,256x256,256x256,True,kept,True,,
high_quality_architectural_13301_Floor-1.npz,high_quality_architectural/13301/Floor-1,1,"0,1,2,5,8",5,35198,35198,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13302_Floor-1.npz,high_quality_architectural/13302/Floor-1,4,"0,1,2,3,5,7,8",7,41760,41760,256x256,256x256,True,kept,True,,
high_quality_architectural_13303_Floor-1.npz,high_quality_architectural/13303/Floor-1,3,"0,4,7,8",4,11371,11371,256x256,256x256,True,kept,True,,
high_quality_architectural_13305_Floor-1.npz,high_quality_architectural/13305/Floor-1,4,"0,3,4,5,7,8",6,24911,24911,256x256,256x256,True,kept,True,,
high_quality_architectural_13306_Floor-1.npz,high_quality_architectural/13306/Floor-1,4,"0,1,4,5,8",5,21550,21550,256x256,256x256,True,kept,True,,
high_quality_architectural_13309_Floor-1.npz,high_quality_architectural/13309/Floor-1,0,"0,8",2,7154,7154,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13311_Floor-1.npz,high_quality_architectural/13311/Floor-1,5,"0,1,2,3,4,7,8",7,31392,31392,256x256,256x256,True,kept,True,,
high_quality_architectural_13312_Floor-1.npz,high_quality_architectural/13312/Floor-1,2,"0,1,2,4,8",5,25631,25631,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13313_Floor-1.npz,high_quality_architectural/13313/Floor-1,6,"0,1,2,3,4,5,6,7,8",9,24203,24203,256x256,256x256,True,kept,True,,
high_quality_architectural_13315_Floor-1.npz,high_quality_architectural/13315/Floor-1,3,"0,1,2,3,4,8",6,29495,29495,256x256,256x256,True,kept,True,,
high_quality_architectural_13316_Floor-1.npz,high_quality_architectural/13316/Floor-1,15,"0,1,2,3,4,5,7,8",8,18364,18364,256x256,256x256,True,kept,True,,
high_quality_architectural_13319_Floor-1.npz,high_quality_architectural/13319/Floor-1,3,"0,1,2,3,8",5,35115,35115,256x256,256x256,True,kept,True,,
high_quality_architectural_1331_Floor-1.npz,high_quality_architectural/1331/Floor-1,1,"0,1,2,5,8",5,40676,40676,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13326_Floor-1.npz,high_quality_architectural/13326/Floor-1,6,"0,1,2,3,4,5,6,7,8",9,27210,27210,256x256,256x256,True,kept,True,,
high_quality_architectural_13328_Floor-1.npz,high_quality_architectural/13328/Floor-1,4,"0,1,2,3,4,8",6,38906,38906,256x256,256x256,True,kept,True,,
high_quality_architectural_13329_Floor-1.npz,high_quality_architectural/13329/Floor-1,4,"0,1,2,5,8",5,29130,29130,256x256,256x256,True,kept,True,,
high_quality_architectural_13332_Floor-1.npz,high_quality_architectural/13332/Floor-1,7,"0,1,2,3,4,5,6,7,8",9,35060,35060,256x256,256x256,True,kept,True,,
high_quality_architectural_13334_Floor-1.npz,high_quality_architectural/13334/Floor-1,9,"0,1,2,3,4,5,7,8",8,40407,40407,256x256,256x256,True,kept,True,,
high_quality_architectural_13337_Floor-1.npz,high_quality_architectural/13337/Floor-1,3,"0,1,3,7,8",5,24135,24135,256x256,256x256,True,kept,True,,
high_quality_architectural_13342_Floor-1.npz,high_quality_architectural/13342/Floor-1,7,"0,2,3,4,6,7,8",7,37934,37934,256x256,256x256,True,kept,True,,
high_quality_architectural_13343_Floor-1.npz,high_quality_architectural/13343/Floor-1,8,"0,1,2,3,6,7,8",7,28757,28757,256x256,256x256,True,kept,True,,
high_quality_architectural_13345_Floor-1.npz,high_quality_architectural/13345/Floor-1,11,"0,1,2,4,5,6,7,8",8,15195,15195,256x256,256x256,True,kept,True,,
high_quality_architectural_13345_Floor-2.npz,high_quality_architectural/13345/Floor-2,6,"0,3,4,5,8",5,10407,10407,256x256,256x256,True,kept,True,,
high_quality_architectural_13348_Floor-1.npz,high_quality_architectural/13348/Floor-1,10,"0,1,2,3,4,5,7,8",8,29772,29772,256x256,256x256,True,kept,True,,
high_quality_architectural_13349_Floor-1.npz,high_quality_architectural/13349/Floor-1,2,"0,1,3,8",4,22155,22155,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13350_Floor-1.npz,high_quality_architectural/13350/Floor-1,8,"0,2,3,4,5,7,8",7,28599,28599,256x256,256x256,True,kept,True,,
high_quality_architectural_13354_Floor-1.npz,high_quality_architectural/13354/Floor-1,4,"0,1,2,4,5,7,8",7,42803,42803,256x256,256x256,True,kept,True,,
high_quality_architectural_13357_Floor-1.npz,high_quality_architectural/13357/Floor-1,0,"0,8",2,7960,7960,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13360_Floor-1.npz,high_quality_architectural/13360/Floor-1,9,"0,1,2,3,4,5,7,8",8,27338,27338,256x256,256x256,True,kept,True,,
high_quality_architectural_13361_Floor-1.npz,high_quality_architectural/13361/Floor-1,0,"0,8",2,1715,1715,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13361_Floor-2.npz,high_quality_architectural/13361/Floor-2,6,"0,1,4,5,8",5,4601,4601,256x256,256x256,True,kept,True,,
high_quality_architectural_13362_Floor-1.npz,high_quality_architectural/13362/Floor-1,3,"0,1,5,7,8",5,13146,13146,256x256,256x256,True,kept,True,,
high_quality_architectural_13368_Floor-1.npz,high_quality_architectural/13368/Floor-1,4,"0,1,2,3,5,7,8",7,28265,28265,256x256,256x256,True,kept,True,,
high_quality_architectural_13369_Floor-1.npz,high_quality_architectural/13369/Floor-1,6,"0,1,2,3,4,5,7,8",8,34574,34574,256x256,256x256,True,kept,True,,
high_quality_architectural_13370_Floor-1.npz,high_quality_architectural/13370/Floor-1,3,"0,1,2,3,8",5,26507,26507,256x256,256x256,True,kept,True,,
high_quality_architectural_13373_Floor-1.npz,high_quality_architectural/13373/Floor-1,4,"0,1,2,4,5,8",6,19198,19198,256x256,256x256,True,kept,True,,
high_quality_architectural_13382_Floor-1.npz,high_quality_architectural/13382/Floor-1,3,"0,2,3,8",4,25658,25658,256x256,256x256,True,kept,True,,
high_quality_architectural_13385_Floor-1.npz,high_quality_architectural/13385/Floor-1,0,"0,8",2,2654,2654,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13386_Floor-1.npz,high_quality_architectural/13386/Floor-1,1,"0,4,8",3,3559,3559,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13388_Floor-1.npz,high_quality_architectural/13388/Floor-1,3,"0,1,2,4,8",5,35392,35392,256x256,256x256,True,kept,True,,
high_quality_architectural_1338_Floor-1.npz,high_quality_architectural/1338/Floor-1,5,"0,1,3,4,5,8",6,28160,28160,256x256,256x256,True,kept,True,,
high_quality_architectural_13390_Floor-1.npz,high_quality_architectural/13390/Floor-1,0,"0,8",2,6253,6253,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13391_Floor-1.npz,high_quality_architectural/13391/Floor-1,12,"0,1,2,3,4,5,6,7,8",9,31239,31239,256x256,256x256,True,kept,True,,
high_quality_architectural_13395_Floor-1.npz,high_quality_architectural/13395/Floor-1,6,"0,1,2,3,4,5,7,8",8,30545,30545,256x256,256x256,True,kept,True,,
high_quality_architectural_13398_Floor-1.npz,high_quality_architectural/13398/Floor-1,12,"0,1,2,4,5,7,8",7,26058,26058,256x256,256x256,True,kept,True,,
high_quality_architectural_1339_Floor-1.npz,high_quality_architectural/1339/Floor-1,3,"0,1,2,4,7,8",6,24684,24684,256x256,256x256,True,kept,True,,
high_quality_architectural_13402_Floor-1.npz,high_quality_architectural/13402/Floor-1,2,"0,1,2,4,8",5,26709,26709,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13404_Floor-1.npz,high_quality_architectural/13404/Floor-1,7,"0,1,2,3,4,7,8",7,43686,43686,256x256,256x256,True,kept,True,,
high_quality_architectural_13408_Floor-1.npz,high_quality_architectural/13408/Floor-1,5,"0,1,2,3,4,5,6,7,8",9,39097,39097,256x256,256x256,True,kept,True,,
high_quality_architectural_13409_Floor-1.npz,high_quality_architectural/13409/Floor-1,2,"0,1,2,5,8",5,41554,41554,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13416_Floor-1.npz,high_quality_architectural/13416/Floor-1,5,"0,1,2,3,4,6,7,8",8,30025,30025,256x256,256x256,True,kept,True,,
high_quality_architectural_13419_Floor-1.npz,high_quality_architectural/13419/Floor-1,8,"0,1,2,3,4,5,7,8",8,35815,35815,256x256,256x256,True,kept,True,,
high_quality_architectural_13422_Floor-1.npz,high_quality_architectural/13422/Floor-1,2,"0,2,4,7,8",5,23048,23048,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13429_Floor-1.npz,high_quality_architectural/13429/Floor-1,4,"0,1,3,7,8",5,24448,24448,256x256,256x256,True,kept,True,,
high_quality_architectural_13434_Floor-1.npz,high_quality_architectural/13434/Floor-1,13,"0,1,2,3,4,6,7,8",8,31232,31232,256x256,256x256,True,kept,True,,
high_quality_architectural_13436_Floor-1.npz,high_quality_architectural/13436/Floor-1,2,"0,1,2,4,5,8",6,33714,33714,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_1343_Floor-1.npz,high_quality_architectural/1343/Floor-1,6,"0,1,2,3,7,8",6,27103,27103,256x256,256x256,True,kept,True,,
high_quality_architectural_13450_Floor-1.npz,high_quality_architectural/13450/Floor-1,5,"0,1,2,3,4,5,8",7,40261,40261,256x256,256x256,True,kept,True,,
high_quality_architectural_13451_Floor-1.npz,high_quality_architectural/13451/Floor-1,10,"0,1,2,3,4,5,7,8",8,35182,35182,256x256,256x256,True,kept,True,,
high_quality_architectural_13456_Floor-1.npz,high_quality_architectural/13456/Floor-1,5,"0,1,3,4,5,8",6,35948,35948,256x256,256x256,True,kept,True,,
high_quality_architectural_1345_Floor-1.npz,high_quality_architectural/1345/Floor-1,12,"0,1,2,3,4,5,7,8",8,38552,38552,256x256,256x256,True,kept,True,,
high_quality_architectural_13460_Floor-1.npz,high_quality_architectural/13460/Floor-1,7,"0,1,2,3,4,5,7,8",8,37057,37057,256x256,256x256,True,kept,True,,
high_quality_architectural_13464_Floor-1.npz,high_quality_architectural/13464/Floor-1,11,"0,1,2,3,4,5,7,8",8,31815,31815,256x256,256x256,True,kept,True,,
high_quality_architectural_13466_Floor-1.npz,high_quality_architectural/13466/Floor-1,4,"0,1,2,3,4,5,8",7,35020,35020,256x256,256x256,True,kept,True,,
high_quality_architectural_13469_Floor-1.npz,high_quality_architectural/13469/Floor-1,6,"0,1,2,3,4,5,6,7,8",9,27824,27824,256x256,256x256,True,kept,True,,
high_quality_architectural_1346_Floor-1.npz,high_quality_architectural/1346/Floor-1,7,"0,1,2,3,4,5,7,8",8,27414,27414,256x256,256x256,True,kept,True,,
high_quality_architectural_13470_Floor-1.npz,high_quality_architectural/13470/Floor-1,10,"0,1,2,3,4,5,7,8",8,25860,25860,256x256,256x256,True,kept,True,,
high_quality_architectural_13473_Floor-1.npz,high_quality_architectural/13473/Floor-1,9,"0,1,2,3,4,5,7,8",8,41643,41643,256x256,256x256,True,kept,True,,
high_quality_architectural_13476_Floor-1.npz,high_quality_architectural/13476/Floor-1,4,"0,1,2,4,5,6,8",7,13173,13173,256x256,256x256,True,kept,True,,
high_quality_architectural_13476_Floor-2.npz,high_quality_architectural/13476/Floor-2,5,"0,3,4,5,7,8",6,11940,11940,256x256,256x256,True,kept,True,,
high_quality_architectural_13478_Floor-1.npz,high_quality_architectural/13478/Floor-1,7,"0,1,2,3,4,5,7,8",8,29886,29886,256x256,256x256,True,kept,True,,
high_quality_architectural_13482_Floor-1.npz,high_quality_architectural/13482/Floor-1,9,"0,1,2,3,4,5,7,8",8,35876,35876,256x256,256x256,True,kept,True,,
high_quality_architectural_13483_Floor-1.npz,high_quality_architectural/13483/Floor-1,5,"0,1,2,3,4,5,7,8",8,37989,37989,256x256,256x256,True,kept,True,,
high_quality_architectural_13487_Floor-1.npz,high_quality_architectural/13487/Floor-1,3,"0,2,4,7,8",5,10385,10385,256x256,256x256,True,kept,True,,
high_quality_architectural_13487_Floor-2.npz,high_quality_architectural/13487/Floor-2,10,"0,1,2,3,4,5,7,8",8,23597,23597,256x256,256x256,True,kept,True,,
high_quality_architectural_13488_Floor-1.npz,high_quality_architectural/13488/Floor-1,6,"0,2,4,5,7,8",6,13524,13524,256x256,256x256,True,kept,True,,
high_quality_architectural_13488_Floor-2.npz,high_quality_architectural/13488/Floor-2,9,"0,3,4,5,7,8",6,17850,17850,256x256,256x256,True,kept,True,,
high_quality_architectural_13491_Floor-1.npz,high_quality_architectural/13491/Floor-1,5,"0,1,2,4,5,8",6,25529,25529,256x256,256x256,True,kept,True,,
high_quality_architectural_13516_Floor-1.npz,high_quality_architectural/13516/Floor-1,3,"0,1,2,3,4,5,8",7,36790,36790,256x256,256x256,True,kept,True,,
high_quality_architectural_13519_Floor-1.npz,high_quality_architectural/13519/Floor-1,4,"0,1,2,4,6,7,8",7,34510,34510,256x256,256x256,True,kept,True,,
high_quality_architectural_1351_Floor-1.npz,high_quality_architectural/1351/Floor-1,2,"0,1,2,3,8",5,32753,32753,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13525_Floor-1.npz,high_quality_architectural/13525/Floor-1,1,"0,1,2,4,5,8",6,29735,29735,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_13526_Floor-1.npz,high_quality_architectural/13526/Floor-1,9,"0,1,2,3,4,5,6,7,8",9,30371,30371,256x256,256x256,True,kept,True,,
high_quality_architectural_13527_Floor-1.npz,high_quality_architectural/13527/Floor-1,4,"0,1,3,4,7,8",6,23869,23869,256x256,256x256,True,kept,True,,
high_quality_architectural_13528_Floor-1.npz,high_quality_architectural/13528/Floor-1,4,"0,1,2,3,4,5,7,8",8,35345,35345,256x256,256x256,True,kept,True,,
high_quality_architectural_13530_Floor-1.npz,high_quality_architectural/13530/Floor-1,3,"0,1,4,7,8",5,27056,27056,256x256,256x256,True,kept,True,,
high_quality_architectural_13531_Floor-1.npz,high_quality_architectural/13531/Floor-1,6,"0,1,2,3,4,5,7,8",8,33229,33229,256x256,256x256,True,kept,True,,
high_quality_architectural_13535_Floor-1.npz,high_quality_architectural/13535/Floor-1,4,"0,1,2,4,7,8",6,26534,26534,256x256,256x256,True,kept,True,,
